Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A712521,,09/24/2015 03:50:00 PM,09/24/2015 03:50:00 PM,Big Bend/Balcones in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Skunk Mix,Black/White,,09/24/2015 03:57:00 PM,09/24/2015 03:57:00 PM,09/24/2013,Other,Unknown,2 years,Skunk Mix,Black/White,1.0
A799491,Randall,07/09/2019 12:52:00 PM,07/09/2019 12:52:00 PM,1801 East Wells Branch Parkway in Pflugerville (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair,Orange Tabby,Randall,07/13/2019 05:33:00 PM,07/13/2019 05:33:00 PM,05/09/2019,Cat,Neutered Male,2 months,Domestic Medium Hair,Orange Tabby,0.0
A801251,,08/02/2019 07:37:00 AM,08/02/2019 07:37:00 AM,8805 Slayton in Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair,Black,,08/02/2019 01:03:00 PM,08/02/2019 01:03:00 PM,07/15/2019,Cat,Unknown,2 weeks,Domestic Shorthair,Black,0.0
A734236,,09/03/2016 01:06:00 PM,09/03/2016 01:06:00 PM,1600 Wickersham in Austin (TX),Stray,Normal,Dog,Unknown,6 months,Cairn Terrier Mix,Buff,,09/05/2016 11:49:00 AM,09/05/2016 11:49:00 AM,03/03/2016,Dog,Unknown,6 months,Cairn Terrier Mix,Buff,0.0
A767661,Grace,03/05/2018 11:06:00 AM,03/05/2018 11:06:00 AM,Oak Springs And Airport in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Labrador Retriever Mix,Black,Grace,03/07/2018 02:34:00 PM,03/07/2018 02:34:00 PM,03/05/2016,Dog,Intact Female,2 years,Labrador Retriever Mix,Black,0.0
A780514,,09/16/2018 11:12:00 AM,09/16/2018 11:12:00 AM,18706 Blake Manor in Travis (TX),Stray,Normal,Dog,Intact Female,2 months,Rat Terrier Mix,White/Brown,,09/20/2018 04:51:00 PM,09/20/2018 04:51:00 PM,07/16/2018,Dog,Spayed Female,2 months,Rat Terrier Mix,White/Brown,0.0
A736200,Maggie,10/06/2016 02:39:00 PM,10/06/2016 02:39:00 PM,Dove Springs Dr And Flicker Ln in Austin (TX),Stray,Sick,Dog,Intact Female,1 month,Labrador Retriever Mix,White,Maggie,10/11/2016 12:18:00 PM,10/11/2016 12:18:00 PM,08/10/2016,Dog,Intact Female,2 months,Labrador Retriever Mix,White,0.0
A712787,Ginger,09/28/2015 12:47:00 PM,09/28/2015 12:47:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Calico,Ginger,11/02/2015 05:00:00 PM,11/02/2015 05:00:00 PM,09/28/2008,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Calico,0.0
A697538,Baxter,02/25/2015 11:48:00 AM,02/25/2015 11:48:00 AM,12166 Metric Boulevard in Austin (TX),Stray,Normal,Dog,Intact Male,5 years,Soft Coated Wheaten Terrier Mix,Cream,Baxter,03/01/2015 05:51:00 PM,03/01/2015 05:51:00 PM,02/25/2010,Dog,Neutered Male,5 years,Soft Coated Wheaten Terrier Mix,Cream,0.0
A738927,*Hazel,11/23/2016 02:57:00 PM,11/23/2016 02:57:00 PM,Slaughter Ln And Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,German Shepherd Mix,Red/Black,*Hazel,11/28/2016 02:17:00 PM,11/28/2016 02:17:00 PM,11/23/2015,Dog,Intact Female,1 year,German Shepherd Mix,Red/Black,0.0
A759270,,09/29/2017 06:00:00 PM,09/29/2017 06:00:00 PM,15010 Fm 812 in Del Valle (TX),Stray,Normal,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Gray Tabby,,09/29/2017 12:00:00 AM,09/29/2017 12:00:00 AM,08/29/2017,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Gray Tabby,0.0
A751504,*Marlon,06/09/2017 08:38:00 AM,06/09/2017 08:38:00 AM,Hwy 183 & Lakeline Blvd in Austin (TX),Stray,Feral,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,*Marlon,07/08/2017 11:51:00 AM,07/08/2017 11:51:00 AM,04/09/2017,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black,0.0
A638232,Loretta,02/26/2015 01:49:00 PM,02/26/2015 01:49:00 PM,3601 Govalle Avenue in Austin (TX),Stray,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black,Loretta,02/27/2015 12:15:00 PM,02/27/2015 12:15:00 PM,07/12/2012,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black,0.0
A799129,*Athos,07/05/2019 12:59:00 PM,07/05/2019 12:59:00 PM,7500 South Pleasant Valley Road in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever Mix,Tricolor,*Athos,07/27/2019 03:14:00 PM,07/27/2019 03:14:00 PM,05/21/2019,Dog,Neutered Male,2 months,Labrador Retriever Mix,Tricolor,0.0
A727575,,05/23/2016 12:54:00 PM,05/23/2016 12:54:00 PM,Fm 969 & Jonny Morris in Austin (TX),Stray,Sick,Dog,Intact Female,2 months,Labrador Retriever Mix,Tan/White,,05/23/2016 06:28:00 PM,05/23/2016 06:28:00 PM,03/01/2016,Dog,Intact Female,2 months,Labrador Retriever Mix,Tan/White,0.0
A733242,,08/19/2016 12:21:00 PM,08/19/2016 12:21:00 PM,1602 Citation Dr in Travis (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Cream Tabby,,08/20/2016 07:23:00 PM,08/20/2016 07:23:00 PM,07/19/2016,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Cream Tabby,0.0
A756581,,08/22/2017 12:24:00 PM,08/22/2017 12:24:00 PM,Burton Drive in Austin (TX),Stray,Normal,Dog,Intact Female,7 months,Bichon Frise Mix,White/Brown,,08/28/2017 12:54:00 PM,08/28/2017 12:54:00 PM,12/22/2016,Dog,Spayed Female,8 months,Bichon Frise Mix,White/Brown,0.0
A784311,,11/14/2018 07:12:00 AM,11/14/2018 07:12:00 AM,4434 Frontier Trl  { No Address Left} in Austin (TX),Stray,Injured,Cat,Intact Female,1 month,Domestic Longhair Mix,Brown Tabby,,11/14/2018 11:59:00 AM,11/14/2018 11:59:00 AM,09/14/2018,Cat,Intact Female,1 month,Domestic Longhair Mix,Brown Tabby,0.0
A811290,,12/31/2019 03:09:00 PM,12/31/2019 03:09:00 PM,2555  West Lake Trls in Austin (TX),Wildlife,Sick,Other,Unknown,3 years,Bat,Brown,,01/01/2020 11:30:00 AM,01/01/2020 11:30:00 AM,12/31/2016,Other,Unknown,3 years,Bat,Brown,1.0
A773862,Imadramatron,06/06/2018 03:34:00 PM,06/06/2018 03:34:00 PM,11919 Manchaca Road in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,White/Brown,Imadramatron,06/28/2018 02:36:00 PM,06/28/2018 02:36:00 PM,04/06/2018,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,White/Brown,0.0
A719518,Batman,01/21/2016 05:52:00 PM,01/21/2016 05:52:00 PM,14103 Lazyridge Dr in Austin (TX),Stray,Normal,Cat,Intact Female,5 months,Domestic Shorthair Mix,Black Tabby,Batman,01/26/2016 05:21:00 PM,01/26/2016 05:21:00 PM,08/21/2015,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Black Tabby,0.0
A765204,Dutchess,03/05/2018 04:22:00 PM,03/05/2018 04:22:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Boxer/Beagle,Tan/White,Dutchess,03/10/2018 07:00:00 PM,03/10/2018 07:00:00 PM,01/15/2016,Dog,Spayed Female,2 years,Boxer/Beagle,Tan/White,0.0
A743584,,02/13/2017 09:40:00 AM,02/13/2017 09:40:00 AM,8509 Fm 969 in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,White/Black,,02/17/2017 05:06:00 PM,02/17/2017 05:06:00 PM,02/13/2015,Dog,Spayed Female,2 years,Pit Bull Mix,White/Black,0.0
A765764,Miss Kitty,01/26/2018 12:46:00 PM,01/26/2018 12:46:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,10 years,Domestic Longhair Mix,Cream,Miss Kitty,02/02/2018 06:04:00 PM,02/02/2018 06:04:00 PM,01/26/2008,Cat,Spayed Female,10 years,Domestic Longhair Mix,Cream,0.0
A698075,,03/05/2015 04:10:00 PM,03/05/2015 04:10:00 PM,11718 Barchetta in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Lowchen/Miniature Poodle,White/Black,,03/09/2015 05:33:00 PM,03/09/2015 05:33:00 PM,09/05/2013,Dog,Spayed Female,1 year,Lowchen/Miniature Poodle,White/Black,0.0
A730007,*Auggie,06/27/2016 11:28:00 AM,06/27/2016 11:28:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,*Auggie,08/06/2016 05:06:00 PM,08/06/2016 05:06:00 PM,05/21/2016,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,0.0
A811483,,01/04/2020 01:20:00 PM,01/04/2020 01:20:00 PM,1601 East Slaughter Lane in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair,Brown Tabby/White,,01/08/2020 10:36:00 AM,01/08/2020 10:36:00 AM,01/04/2019,Cat,Unknown,1 year,Domestic Shorthair,Brown Tabby/White,0.0
A665231,,10/15/2013 02:08:00 PM,10/15/2013 02:08:00 PM,Austin (TX),Owner Surrender,Nursing,Dog,Intact Male,1 month,Australian Kelpie Mix,Tricolor,,10/15/2013 04:10:00 PM,10/15/2013 04:10:00 PM,09/08/2013,Dog,Intact Male,1 month,Australian Kelpie Mix,Tricolor,0.0
A695768,Sparkles,01/22/2015 12:11:00 PM,01/22/2015 12:11:00 PM,9420 North Interstate 35 in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Miniature Poodle,Apricot,Sparkles,01/22/2015 02:27:00 PM,01/22/2015 02:27:00 PM,07/22/2013,Dog,Spayed Female,1 year,Miniature Poodle,Apricot,0.0
A753302,Chastity,07/04/2017 02:11:00 PM,07/04/2017 02:11:00 PM,Travis (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Brown,Chastity,07/07/2017 06:31:00 PM,07/07/2017 06:31:00 PM,01/04/2016,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Brown,0.0
A755091,Butters,07/29/2017 11:04:00 AM,07/29/2017 11:04:00 AM,Tensley Trail And Romayne Lane in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Yorkshire Terrier Mix,Tan,Butters,07/29/2017 07:46:00 PM,07/29/2017 07:46:00 PM,07/29/2015,Dog,Intact Male,2 years,Yorkshire Terrier Mix,Tan,0.0
A759377,*Maddie,10/01/2017 11:27:00 AM,10/01/2017 11:27:00 AM,809 Tirado Street in Austin (TX),Stray,Normal,Dog,Intact Female,7 months,Chihuahua Shorthair Mix,Black/White,*Maddie,10/09/2017 05:31:00 PM,10/09/2017 05:31:00 PM,02/01/2017,Dog,Spayed Female,8 months,Chihuahua Shorthair Mix,Black/White,0.0
A779311,*Roxy,08/29/2018 06:27:00 PM,08/29/2018 06:27:00 PM,8804 North Plaza in Austin (TX),Stray,Normal,Cat,Intact Female,11 months,Domestic Shorthair Mix,Brown Tabby,*Roxy,10/22/2018 02:16:00 PM,10/22/2018 02:16:00 PM,09/11/2017,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby,0.0
A734351,,09/05/2016 02:13:00 PM,09/05/2016 02:13:00 PM,2309 Berkley Ave in Austin (TX),Stray,Normal,Dog,Intact Female,9 months,Yorkshire Terrier Mix,Brown,,09/09/2016 06:00:00 PM,09/09/2016 06:00:00 PM,11/09/2015,Dog,Spayed Female,10 months,Yorkshire Terrier Mix,Brown,0.0
A701039,Hunter,04/23/2015 11:13:00 AM,04/23/2015 11:13:00 AM,8105 Criswood Pl in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby,Hunter,06/16/2015 09:29:00 AM,06/16/2015 09:29:00 AM,04/04/2015,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby,0.0
A808560,*Granny Smith,11/10/2019 03:16:00 PM,11/10/2019 03:16:00 PM,4721 Frontier Trl in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby,*Granny Smith,11/13/2019 11:54:00 AM,11/13/2019 11:54:00 AM,09/25/2019,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby,0.0
A786395,,12/23/2018 02:30:00 PM,12/23/2018 02:30:00 PM,0 Wildridge & Cliffwood in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Raccoon Mix,Black/White,,12/23/2018 03:21:00 PM,12/23/2018 03:21:00 PM,12/23/2017,Other,Unknown,1 year,Raccoon Mix,Black/White,1.0
A761250,,11/01/2017 04:25:00 PM,11/01/2017 04:25:00 PM,Austin (TX),Stray,Normal,Dog,Intact Male,8 months,Siberian Husky Mix,Black/Gray,,11/06/2017 05:13:00 PM,11/06/2017 05:13:00 PM,03/01/2017,Dog,Neutered Male,8 months,Siberian Husky Mix,Black/Gray,0.0
A689503,Pickle,10/30/2014 10:48:00 AM,10/30/2014 10:48:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,9 months,Domestic Shorthair Mix,Black,Pickle,11/13/2014 01:37:00 PM,11/13/2014 01:37:00 PM,12/30/2013,Cat,Neutered Male,10 months,Domestic Shorthair Mix,Black,0.0
A803926,,09/08/2019 02:02:00 PM,09/08/2019 02:02:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair,Brown Tabby,,10/14/2019 05:18:00 PM,10/14/2019 05:18:00 PM,08/08/2019,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby,0.0
A768326,Gabi,03/17/2018 11:55:00 AM,03/17/2018 11:55:00 AM,Begonia Terrace And Larch Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Black/Tricolor,Gabi,03/21/2018 06:24:00 PM,03/21/2018 06:24:00 PM,03/17/2016,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Black/Tricolor,0.0
A794033,*Jane Russel,05/03/2019 12:07:00 PM,05/03/2019 12:07:00 PM,10205 North Lamar in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Labrador Retriever Mix,Red/White,*Jane Russel,05/31/2019 06:13:00 PM,05/31/2019 06:13:00 PM,05/03/2018,Dog,Spayed Female,1 year,Labrador Retriever Mix,Red/White,0.0
A689465,Ruby,10/05/2014 11:40:00 AM,10/05/2014 11:40:00 AM,Austin (TX),Public Assist,Normal,Dog,Spayed Female,3 years,Australian Cattle Dog Mix,Red Merle,Ruby,10/09/2014 11:16:00 AM,10/09/2014 11:16:00 AM,10/04/2011,Dog,Spayed Female,3 years,Australian Cattle Dog Mix,Red Merle,0.0
A782002,Rex,10/09/2018 01:31:00 PM,10/09/2018 01:31:00 PM,8909 Ambrosia Drive in Austin (TX),Stray,Normal,Dog,Intact Male,5 years,German Shepherd Mix,Black/Tan,Rex,10/12/2018 02:06:00 PM,10/12/2018 02:06:00 PM,04/12/2013,Dog,Intact Male,5 years,German Shepherd Mix,Black/Tan,0.0
A684465,Lillian,07/24/2014 11:23:00 AM,07/24/2014 11:23:00 AM,5201 Berkman in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Beagle Mix,Black/Tricolor,Lillian,07/28/2014 05:10:00 PM,07/28/2014 05:10:00 PM,05/24/2014,Dog,Spayed Female,2 months,Beagle Mix,Black/Tricolor,0.0
A663273,Diamond,10/30/2013 02:22:00 PM,10/30/2013 02:22:00 PM,1130 Leona in Austin (TX),Owner Surrender,Sick,Dog,Intact Female,2 years,Catahoula Mix,Tan/Yellow Brindle,Diamond,01/01/2014 01:44:00 PM,01/01/2014 01:44:00 PM,09/16/2011,Dog,Spayed Female,2 years,Catahoula Mix,Tan/Yellow Brindle,1.0
A694905,Roxie,12/20/2019 11:09:00 AM,12/20/2019 11:09:00 AM,Webberville Road And Delta Post Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,6 years,Norfolk Terrier Mix,Brown/White,Roxie,12/20/2019 02:58:00 PM,12/20/2019 02:58:00 PM,01/06/2013,Dog,Spayed Female,6 years,Norfolk Terrier Mix,Brown/White,0.0
A699994,,04/05/2015 09:39:00 PM,04/05/2015 09:39:00 PM,12135 Thompkins Dr in Austin (TX),Wildlife,Sick,Other,Unknown,5 months,Bat,Brown,,04/06/2015 10:08:00 AM,04/06/2015 10:08:00 AM,10/05/2014,Other,Unknown,6 months,Bat,Brown,1.0
A669707,Zooley,12/26/2013 10:45:00 AM,12/26/2013 10:45:00 AM,5000 Blocker in Travis (TX),Public Assist,Normal,Dog,Intact Female,1 year,Yorkshire Terrier Mix,Brown/Black,Zooley,12/26/2013 05:45:00 PM,12/26/2013 05:45:00 PM,12/26/2012,Dog,Intact Female,1 year,Yorkshire Terrier Mix,Brown/Black,0.0
A683999,,07/18/2014 12:06:00 PM,07/18/2014 12:06:00 PM,507 Delmar in Austin (TX),Stray,Normal,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Brown Tabby,,07/18/2014 06:25:00 PM,07/18/2014 06:25:00 PM,07/09/2014,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Brown Tabby,0.0
A705310,*Lolly,06/15/2015 04:42:00 PM,06/15/2015 04:42:00 PM,Wagon Bend And Wagon Crossing in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Black/White,*Lolly,06/26/2015 06:46:00 PM,06/26/2015 06:46:00 PM,06/15/2013,Dog,Spayed Female,2 years,Pit Bull Mix,Black/White,0.0
A675000,,03/21/2014 12:32:00 PM,03/21/2014 12:32:00 PM,6633 E 290 in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown,,03/23/2014 08:53:00 AM,03/23/2014 08:53:00 AM,03/21/2013,Other,Unknown,1 year,Bat Mix,Brown,1.0
A791417,Ace,03/25/2019 03:45:00 PM,03/25/2019 03:45:00 PM,12717 Danbrooke in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Rat Terrier Mix,White/Tricolor,Ace,03/29/2019 06:10:00 PM,03/29/2019 06:10:00 PM,03/25/2018,Dog,Neutered Male,1 year,Rat Terrier Mix,White/Tricolor,0.0
A706320,,06/27/2015 01:38:00 PM,06/27/2015 01:38:00 PM,12151 Hunters Chase Dr in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Calico/Tricolor,,06/27/2015 04:31:00 PM,06/27/2015 04:31:00 PM,06/05/2015,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Calico/Tricolor,0.0
A772138,Tino,12/04/2018 04:12:00 PM,12/04/2018 04:12:00 PM,2801 W Wells Branch Pkwy in Austin (TX),Stray,Normal,Dog,Intact Male,11 months,Chihuahua Shorthair/Rat Terrier,Tan/White,Tino,05/16/2018 07:06:00 PM,05/16/2018 07:06:00 PM,12/15/2017,Dog,Intact Male,4 months,Chihuahua Shorthair/Rat Terrier,Tan/White,0.0
A806664,,10/14/2019 08:34:00 AM,10/14/2019 08:34:00 AM,10111 Pinehurst in Austin (TX),Stray,Injured,Cat,Unknown,5 months,Domestic Shorthair,Gray,,10/14/2019 10:20:00 AM,10/14/2019 10:20:00 AM,05/14/2019,Cat,Unknown,5 months,Domestic Shorthair,Gray,1.0
A781055,*Vizzini,09/24/2018 08:34:00 AM,09/24/2018 08:34:00 AM,Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,*Vizzini,12/13/2018 12:27:00 PM,12/13/2018 12:27:00 PM,08/09/2018,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black,0.0
A698927,Eldi,03/19/2015 06:28:00 PM,03/19/2015 06:28:00 PM,8519 Cahill Dr in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,English Coonhound Mix,Tricolor,Eldi,03/21/2015 06:27:00 PM,03/21/2015 06:27:00 PM,05/19/2014,Dog,Neutered Male,10 months,English Coonhound Mix,Tricolor,0.0
A619073,Rocco,12/20/2014 01:10:00 PM,12/20/2014 01:10:00 PM,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,3 years,Miniature Pinscher/Chihuahua Shorthair,Tan/Black,Rocco,12/26/2014 03:27:00 PM,12/26/2014 03:27:00 PM,11/24/2011,Dog,Neutered Male,3 years,Miniature Pinscher/Chihuahua Shorthair,Tan/Black,0.0
A686094,Lover Boy,08/16/2014 01:56:00 PM,08/16/2014 01:56:00 PM,Leander (TX),Owner Surrender,Normal,Cat,Intact Male,4 months,Domestic Shorthair Mix,Orange Tabby/White,Lover Boy,08/25/2014 04:49:00 PM,08/25/2014 04:49:00 PM,03/28/2014,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby/White,0.0
A727842,*Martha,05/26/2016 03:08:00 PM,05/26/2016 03:08:00 PM,9502 Chisholm Trl in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Orange Tabby/White,*Martha,08/10/2016 12:53:00 PM,08/10/2016 12:53:00 PM,04/19/2016,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Orange Tabby/White,0.0
A792697,*Bunny,04/14/2019 12:07:00 PM,04/14/2019 12:07:00 PM,Nightjar Drive in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Bull Terrier Miniature Mix,Black/White,*Bunny,05/19/2019 07:15:00 PM,05/19/2019 07:15:00 PM,10/14/2017,Dog,Spayed Female,1 year,Bull Terrier Miniature Mix,Black/White,0.0
A688670,Sadie,09/22/2014 11:09:00 AM,09/22/2014 11:09:00 AM,12401 Pauls Valley Rd in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Whippet/Dachshund,Tricolor,Sadie,09/26/2014 05:05:00 PM,09/26/2014 05:05:00 PM,07/31/2014,Dog,Spayed Female,1 month,Whippet/Dachshund,Tricolor,0.0
A743876,*Aubrey,02/18/2017 04:15:00 PM,02/18/2017 04:15:00 PM,2900 Bee Cave Rd in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Tortie,*Aubrey,04/12/2017 03:02:00 PM,04/12/2017 03:02:00 PM,01/18/2017,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie,0.0
A681846,,06/21/2014 07:32:00 AM,06/21/2014 07:32:00 AM,Campos & Shreveport in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair Mix,Black/White,,06/22/2014 09:00:00 AM,06/22/2014 09:00:00 AM,06/21/2012,Cat,Intact Male,2 years,Domestic Shorthair Mix,Black/White,0.0
A670811,*Katniss,01/14/2014 02:20:00 PM,01/14/2014 02:20:00 PM,3806 Tower View in Austin (TX),Stray,Normal,Cat,Intact Female,10 months,Domestic Medium Hair Mix,Blue/White,*Katniss,01/21/2014 03:10:00 PM,01/21/2014 03:10:00 PM,03/14/2013,Cat,Intact Female,10 months,Domestic Medium Hair Mix,Blue/White,0.0
A709050,Ubiitsa,08/04/2015 12:12:00 PM,08/04/2015 12:12:00 PM,W Village Ct And Village Ln in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,Pit Bull Mix,Black Brindle/White,Ubiitsa,08/04/2015 02:14:00 PM,08/04/2015 02:14:00 PM,08/04/2010,Dog,Neutered Male,5 years,Pit Bull Mix,Black Brindle/White,0.0
A752196,,06/19/2017 03:41:00 PM,06/19/2017 03:41:00 PM,13807 Fm 812 in Austin (TX),Stray,Injured,Cat,Intact Female,2 years,American Shorthair Mix,Brown Tabby,,06/21/2017 01:40:00 PM,06/21/2017 01:40:00 PM,06/19/2015,Cat,Intact Female,2 years,American Shorthair Mix,Brown Tabby,0.0
A779613,,09/03/2018 03:41:00 PM,09/03/2018 03:41:00 PM,7008 Lunar Drive in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie,,09/04/2018 03:12:00 PM,09/04/2018 03:12:00 PM,09/03/2017,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie,0.0
A748684,,05/05/2017 12:13:00 PM,05/05/2017 12:13:00 PM,William Cannon And South Springs in Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black,,05/05/2017 03:03:00 PM,05/05/2017 03:03:00 PM,04/20/2017,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black,0.0
A808090,96 Grams,11/04/2019 07:32:00 AM,11/04/2019 07:32:00 AM,4434 Frontier Trail in Austin (TX),Stray,Normal,Cat,Intact Female,2 days,Domestic Shorthair,Torbie,96 Grams,11/04/2019 12:11:00 PM,11/04/2019 12:11:00 PM,11/02/2019,Cat,Intact Female,2 days,Domestic Shorthair,Torbie,0.0
A758803,*Jello,09/22/2017 11:01:00 AM,09/22/2017 11:01:00 AM,East Riverside And South Pleasant Valley Road in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,German Shepherd Mix,White/Black,*Jello,09/27/2017 12:00:00 AM,09/27/2017 12:00:00 AM,04/22/2017,Dog,Intact Male,5 months,German Shepherd Mix,White/Black,0.0
A740303,,12/14/2016 03:53:00 PM,12/14/2016 03:53:00 PM,22129 Silvia Dr in Travis (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby/White,,12/15/2016 03:36:00 PM,12/15/2016 03:36:00 PM,11/29/2016,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby/White,0.0
A743239,Lady Dog,02/06/2017 02:59:00 PM,02/06/2017 02:59:00 PM,12621 Hymeadow in Austin (TX),Public Assist,Normal,Dog,Spayed Female,8 years,Cocker Spaniel Mix,Tricolor,Lady Dog,02/06/2017 06:58:00 PM,02/06/2017 06:58:00 PM,02/06/2009,Dog,Spayed Female,8 years,Cocker Spaniel Mix,Tricolor,0.0
A773965,,06/08/2018 11:36:00 AM,06/08/2018 11:36:00 AM,1201 Loma Drive in Austin (TX),Stray,Normal,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black/White,,06/08/2018 12:00:00 AM,06/08/2018 12:00:00 AM,05/17/2018,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black/White,0.0
A734631,*Tonbo,09/10/2016 11:47:00 AM,09/10/2016 11:47:00 AM,15300 Spring Hill Ln in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black,*Tonbo,09/24/2016 10:18:00 PM,09/24/2016 10:18:00 PM,09/10/2015,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black,0.0
A705521,Bolo,06/18/2015 02:06:00 PM,06/18/2015 02:06:00 PM,9000 Burklund Farms in Travis (TX),Stray,Normal,Dog,Neutered Male,1 year,Border Collie/German Shepherd,Black,Bolo,06/19/2015 02:43:00 PM,06/19/2015 02:43:00 PM,06/18/2014,Dog,Neutered Male,1 year,Border Collie/German Shepherd,Black,0.0
A782172,,10/11/2018 12:40:00 PM,10/11/2018 12:40:00 PM,1801 Delony St in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Catahoula Mix,Brown/White,,10/12/2018 12:06:00 PM,10/12/2018 12:06:00 PM,10/11/2015,Dog,Neutered Male,3 years,Catahoula Mix,Brown/White,0.0
